id,name,name@pt,code,account_type,tag_ids-disabled,reconcile
account_snc_base_76272,Propriedades de investimento em curso,Propriedades de investimento em curso,76272,income_other,,False
account_snc_base_76273,Ativos fixos tangíveis em curso,Ativos fixos tangíveis em curso,76273,income_other,,False
account_snc_base_76274,Ativos intangíveis em curso,Ativos intangíveis em curso,76274,income_other,,False
account_snc_base_762751,Investimentos financeiros em curso,Investimentos financeiros em curso,762751,income_other,,False
account_snc_base_762752,Propriedades de investimento em curso,Propriedades de investimento em curso,762752,income_other,,False
account_snc_base_762753,Ativos fixos tangíveis em curso,Ativos fixos tangíveis em curso,762753,income_other,,False
account_snc_base_762754,Ativos intangíveis em curso,Ativos intangíveis em curso,762754,income_other,,False
account_snc_base_76281,Investimentos financeiros,Investimentos financeiros,76281,income_other,,False
account_snc_base_76282,Propriedades de investimento,Propriedades de investimento,76282,income_other,,False
account_snc_base_76283,Ativos fixos tangíveis,Ativos fixos tangíveis,76283,income_other,,False
account_snc_base_76284,Ativos intangíveis,Ativos intangíveis,76284,income_other,,False
account_snc_base_76289,Outros,Outros,76289,income_other,,False
account_snc_base_7635,Matérias ambientais,Matérias ambientais,7635,income_other,,False
account_snc_base_7636,Contratos onerosos,Contratos onerosos,7636,income_other,,False
account_snc_base_7637,Reestruturação,Reestruturação,7637,income_other,,False
account_snc_base_7638,Outras provisões,Outras provisões,7638,income_other,,False
account_snc_base_771,Em instrumentos financeiros,Em instrumentos financeiros,771,income_other,,False
account_snc_base_7721,Participações de capital,Participações de capital,7721,income_other,,False
account_snc_base_7725,Outros investimentos financeiros,Outros investimentos financeiros,7725,income_other,,False
account_snc_base_7731,Terrenos e recursos naturais,Terrenos e recursos naturais,7731,income_other,,False
account_snc_base_7732,Edifícios e outras construções,Edifícios e outras construções,7732,income_other,,False
account_snc_base_7736,Outras propriedades de investimento,Outras propriedades de investimento,7736,income_other,,False
account_snc_base_7738,Propriedades de investimento em curso,Propriedades de investimento em curso,7738,income_other,,False
account_snc_base_7741,Consumíveis,Consumíveis,7741,income_other,,False
account_snc_base_7742,De produção,De produção,7742,income_other,,False
account_snc_base_7811,Serviços sociais,Serviços sociais,7811,income_other,account.tag_cfc_a00306,False
account_snc_base_7812,Aluguer de equipamento,Aluguer de equipamento,7812,income_other,account.tag_cfc_a00306,False
account_snc_base_7813,"Estudos, projetos e assistência tecnológica","Estudos, projetos e assistência tecnológica",7813,income_other,account.tag_cfc_a00306,False
account_snc_base_7814,Royalties,Royalties,7814,income_other,account.tag_cfc_a00306,False
account_snc_base_7815,Desempenho de cargos sociais noutras empresas,Desempenho de cargos sociais noutras empresas,7815,income_other,account.tag_cfc_a00306,False
account_snc_base_7816,Outros rendimentos suplementares,Outros rendimentos suplementares,7816,income_other,account.tag_cfc_a00306,False
account_snc_base_78511,Residentes,Residentes,78511,income_other,account.tag_cfc_a00314,False
account_snc_base_78512,Não residentes,Não residentes,78512,income_other,account.tag_cfc_a00314,False
account_snc_base_7852,Alienações,Alienações,7852,income_other,account.tag_cfc_a00314,False
account_snc_base_7858,Outros rendimentos,Outros rendimentos,7858,income_other,account.tag_cfc_a00314,False
account_snc_base_78731,Rendas e outros rendimentos em propriedades de investimento,Rendas e outros rendimentos em propriedades de investimento,78731,income_other,account.tag_cfc_a00315,False
account_snc_base_787321,Rendas de terrenos sem edifícios implantados,Rendas de terrenos sem edifícios implantados,787321,income_other,account.tag_cfc_a00315,False
account_snc_base_787322,Rendas de terrenos com edifícios implantados,Rendas de terrenos com edifícios implantados,787322,income_other,account.tag_cfc_a00315,False
account_snc_base_7884,Ganhos em outros instrumentos financeiros,Ganhos em outros instrumentos financeiros,7884,income_other,,False
account_snc_base_7912,De outras aplicações de meios financeiros líquidos,De outras aplicações de meios financeiros líquidos,7912,income_other,account.tag_cfc_a00319,False
account_snc_base_7913,De financiamentos concedidos a associadas e empreendimentos conjuntos,De financiamentos concedidos a associadas e empreendimentos conjuntos,7913,income_other,account.tag_cfc_a00319,False
account_snc_base_7914,De financiamentos concedidos a subsidiárias,De financiamentos concedidos a subsidiárias,7914,income_other,account.tag_cfc_a00319,False
account_snc_base_7918,De outros financiamentos concedidos,De outros financiamentos concedidos,7918,income_other,account.tag_cfc_a00319,False
account_snc_base_7921,De aplicações de meios financeiros líquidos,De aplicações de meios financeiros líquidos,7921,income_other,account.tag_cfc_a00318,False
account_snc_base_7922,De associadas e empreendimentos conjuntos,De associadas e empreendimentos conjuntos,7922,income_other,account.tag_cfc_a00318,False
account_snc_base_7923,De subsidiárias,De subsidiárias,7923,income_other,account.tag_cfc_a00318,False
account_snc_base_7928,Outras,Outras,7928,income_other,account.tag_cfc_a00318,False
account_snc_base_8122,Imposto diferido,Imposto diferido,8122,equity,,False
