"id","code","name","depreciation_rate"
"asset_legal_rate_2385","2385","Veículos automóveis: Pesados e reboques, de mercadorias",20.00
"asset_legal_rate_2390","2390","Veículos automóveis: Pesados e reboques de mercadorias, quando utilizados normalmente em vias que provoquem forte desgaste de material",25.00
"asset_legal_rate_2395","2395","Tanques",16.66
"asset_legal_rate_2400","2400","Artigos de conforto e decoração (b): Alcatifas",25.00
"asset_legal_rate_2405","2405","Artigos de conforto e decoração (b): Outros",12.50
"asset_legal_rate_2410","2410","Encerados",50.00
"asset_legal_rate_2415","2415","Equipamento publicitário colocado na via pública",12.50
"asset_legal_rate_2420","2420","Filmes, discos e cassettes",25.00
"asset_legal_rate_2425","2425","Material de desenho e topografia",12.50
"asset_legal_rate_2430","2430","Mobiliário (b) (c)",12.50
"asset_legal_rate_2435","2435","Moldes, matrizes, formas e cunhos",25.00
"asset_legal_rate_2440","2440","Programas de computadores",33.33
"asset_legal_rate_2445","2445","Taras e vasilhame: De madeira",20.00
"asset_legal_rate_2450","2450","Taras e vasilhame: De metal",14.28
"asset_legal_rate_2455","2455","Taras e vasilhame: De outros materiais",33.33
"asset_legal_rate_2470","2470","Projetos de desenvolvimento",33.33
